vehicle_cpu,battery,vehicle_speed,traffic_density,edge_delay,edge_bandwidth,cloud_delay,cloud_bandwidth,task_latency,task_priority,task_size,decision
67,85,15,74,23,72,90,129,10,3,20,VEHICLE
63,69,67,16,22,77,123,139,10,3,20,VEHICLE
83,52,119,81,49,75,130,85,15,3,25,VEHICLE
66,62,31,43,5,61,180,125,50,2,15,EDGE
62,52,108,33,43,75,128,113,15,3,25,VEHICLE
63,41,48,21,12,26,161,132,50,2,15,EDGE
40,27,100,57,12,82,76,131,50,2,15,EDGE
48,64,92,29,42,24,170,160,300,1,5,EDGE
76,33,102,28,25,61,107,145,10,3,20,VEHICLE
86,25,64,15,28,96,82,66,50,2,15,EDGE
48,59,6,64,27,35,113,58,15,3,25,VEHICLE
92,69,36,97,38,83,74,128,300,1,5,CLOUD
88,77,5,73,40,72,136,62,300,1,5,CLOUD
67,34,95,68,29,87,120,124,10,3,20,VEHICLE
59,11,85,2,15,93,144,55,50,2,15,EDGE
46,49,100,93,7,47,135,53,10,3,20,VEHICLE
84,50,32,51,19,68,120,137,10,3,20,VEHICLE
52,69,14,49,43,50,154,52,50,2,15,EDGE
56,38,48,80,30,33,152,134,300,1,5,EDGE
44,95,74,47,20,55,160,97,150,2,10,EDGE
65,54,80,28,43,49,117,162,50,2,15,EDGE
61,94,39,52,24,100,70,117,10,3,20,VEHICLE
87,30,94,41,41,51,72,169,15,3,25,VEHICLE
81,59,110,93,5,74,93,142,15,3,25,VEHICLE
84,74,69,43,46,80,113,156,150,2,10,CLOUD
91,53,117,86,42,63,136,180,300,1,5,CLOUD
52,79,109,18,11,30,86,95,50,2,15,EDGE
87,41,14,83,21,75,69,152,10,3,20,EDGE
90,17,24,76,32,44,103,138,300,1,5,CLOUD
83,85,12,9,35,77,141,100,150,2,10,EDGE
61,92,14,87,6,72,173,143,50,2,15,EDGE
90,48,81,57,10,35,166,192,15,3,25,EDGE
88,74,23,7,8,30,138,89,150,2,10,EDGE
43,11,17,59,16,21,149,193,15,3,25,VEHICLE
48,25,45,44,17,86,148,86,50,2,15,EDGE
44,88,92,60,5,86,74,143,15,3,25,VEHICLE
59,35,44,15,49,86,89,182,150,2,10,CLOUD
52,76,53,5,42,85,80,146,15,3,25,VEHICLE
58,12,85,41,17,94,92,194,300,1,5,CLOUD
84,24,116,92,45,48,118,95,150,2,10,EDGE
70,35,29,60,44,96,126,103,150,2,10,EDGE
40,40,66,96,30,98,86,184,15,3,25,VEHICLE
59,100,90,16,30,40,132,168,10,3,20,VEHICLE
50,81,110,10,32,58,109,106,15,3,25,VEHICLE
76,39,84,76,29,33,159,54,10,3,20,VEHICLE
70,32,1,69,14,84,84,59,300,1,5,CLOUD
45,81,85,8,15,83,62,124,15,3,25,VEHICLE
58,73,119,63,24,56,86,130,15,3,25,VEHICLE
58,62,10,85,5,39,118,148,300,1,5,CLOUD
93,43,32,63,41,76,131,108,15,3,25,VEHICLE
88,80,77,66,50,90,103,191,10,3,20,VEHICLE
62,42,114,6,50,95,104,198,50,2,15,CLOUD
86,100,109,99,48,71,160,52,10,3,20,VEHICLE
63,42,101,17,19,94,168,141,15,3,25,VEHICLE
77,79,54,27,42,34,159,152,300,1,5,EDGE
65,14,19,96,20,92,163,160,50,2,15,EDGE
88,69,47,76,38,79,65,102,150,2,10,EDGE
67,31,46,85,27,100,151,68,15,3,25,VEHICLE
66,55,78,14,14,76,62,160,150,2,10,EDGE
71,68,67,33,45,37,170,86,10,3,20,VEHICLE
77,11,13,35,48,74,151,81,50,2,15,EDGE
57,83,4,49,35,76,175,114,150,2,10,EDGE
64,67,102,50,26,83,178,145,50,2,15,EDGE
57,68,28,43,42,42,146,57,300,1,5,CLOUD
69,42,14,2,26,64,76,125,50,2,15,EDGE
44,26,111,11,29,47,84,78,50,2,15,EDGE
62,63,62,65,28,97,179,185,15,3,25,VEHICLE
49,67,89,81,25,76,135,187,300,1,5,CLOUD
91,55,95,38,42,80,143,109,10,3,20,VEHICLE
81,26,76,90,24,72,94,107,15,3,25,VEHICLE
55,28,14,29,43,38,69,62,150,2,10,EDGE
45,82,97,49,28,86,138,176,300,1,5,CLOUD
82,85,51,19,48,32,163,113,150,2,10,EDGE
79,60,0,50,42,55,131,177,50,2,15,EDGE
92,62,60,67,18,40,150,149,15,3,25,EDGE
92,32,24,46,35,44,92,156,15,3,25,VEHICLE
92,60,58,5,29,72,127,56,15,3,25,VEHICLE
62,34,4,29,34,68,168,108,300,1,5,EDGE
86,14,30,70,17,27,71,59,50,2,15,EDGE
61,38,30,89,42,84,80,193,10,3,20,VEHICLE
46,83,94,95,20,62,113,66,10,3,20,VEHICLE
74,47,57,93,23,65,178,152,150,2,10,EDGE
46,64,59,92,25,41,143,156,150,2,10,EDGE
67,28,112,39,47,84,136,71,150,2,10,EDGE
40,71,78,86,34,81,119,104,300,1,5,CLOUD
46,46,106,66,18,46,75,147,50,2,15,EDGE
94,20,3,54,22,37,130,198,300,1,5,CLOUD
42,63,87,16,6,91,119,101,150,2,10,EDGE
45,55,84,52,24,90,62,61,150,2,10,EDGE
45,70,30,86,16,42,72,173,10,3,20,VEHICLE
90,41,37,91,49,44,151,193,15,3,25,VEHICLE
95,96,36,90,22,31,113,75,10,3,20,EDGE
47,97,30,40,30,70,138,112,50,2,15,EDGE
64,33,40,62,36,96,83,78,50,2,15,EDGE
95,87,54,70,43,50,122,125,15,3,25,VEHICLE
68,64,83,69,23,51,109,199,10,3,20,VEHICLE
64,99,4,88,10,55,89,178,10,3,20,VEHICLE
89,23,49,86,42,68,120,171,150,2,10,EDGE
83,66,44,5,22,63,97,181,50,2,15,EDGE
48,13,9,70,42,82,71,161,150,2,10,EDGE
76,10,81,94,11,32,171,52,300,1,5,EDGE
56,32,100,73,40,98,125,120,15,3,25,VEHICLE
42,10,16,33,48,78,77,58,150,2,10,CLOUD
63,68,68,62,40,66,169,64,10,3,20,VEHICLE
66,94,58,93,50,52,99,77,50,2,15,CLOUD
70,85,115,19,46,75,157,135,15,3,25,VEHICLE
55,26,120,41,29,31,71,145,15,3,25,VEHICLE
55,93,0,73,50,27,83,126,50,2,15,CLOUD
65,31,98,51,19,68,68,84,150,2,10,EDGE
91,52,70,90,29,67,114,105,50,2,15,EDGE
90,45,61,28,46,99,177,182,10,3,20,VEHICLE
63,69,72,59,42,49,95,192,50,2,15,EDGE
89,29,112,4,49,67,138,73,150,2,10,EDGE
45,33,31,80,48,72,164,90,300,1,5,EDGE
79,68,44,23,12,48,166,155,15,3,25,VEHICLE
92,10,89,74,29,40,130,83,15,3,25,VEHICLE
45,87,10,96,11,54,179,145,300,1,5,EDGE
83,40,0,27,35,48,83,164,10,3,20,VEHICLE
78,72,98,49,36,25,154,132,300,1,5,EDGE
56,26,19,60,49,21,63,70,15,3,25,VEHICLE
47,17,4,21,9,50,126,97,50,2,15,EDGE
62,45,22,97,5,62,81,121,150,2,10,EDGE
91,38,24,85,16,55,169,99,50,2,15,EDGE
63,10,35,24,43,53,114,164,50,2,15,EDGE
44,73,29,15,8,40,86,142,10,3,20,VEHICLE
50,22,5,81,26,91,135,150,15,3,25,VEHICLE
90,14,14,98,43,41,170,75,50,2,15,EDGE
52,48,29,23,40,33,78,183,10,3,20,VEHICLE
44,99,103,28,18,78,141,148,300,1,5,CLOUD
54,40,80,49,35,48,158,179,300,1,5,EDGE
95,88,60,29,15,55,82,73,300,1,5,CLOUD
47,98,44,67,21,44,86,131,15,3,25,VEHICLE
42,57,15,14,50,39,149,182,50,2,15,VEHICLE
51,66,39,52,34,39,72,145,300,1,5,CLOUD
43,28,26,47,5,67,153,68,50,2,15,EDGE
64,94,48,49,30,92,72,187,15,3,25,VEHICLE
85,16,38,59,22,24,137,63,15,3,25,VEHICLE
48,30,89,29,29,99,170,160,15,3,25,VEHICLE
49,33,97,76,13,50,180,105,300,1,5,EDGE
41,65,7,100,21,66,159,125,300,1,5,EDGE
64,53,42,64,31,39,77,187,150,2,10,EDGE
95,61,92,98,24,69,110,99,10,3,20,EDGE
51,56,92,8,8,93,173,81,50,2,15,EDGE
71,57,74,60,35,73,111,154,10,3,20,VEHICLE
66,31,62,68,22,56,174,198,15,3,25,VEHICLE
73,57,24,74,18,29,96,157,10,3,20,VEHICLE
95,11,15,19,10,96,65,192,10,3,20,EDGE
50,91,43,98,37,90,149,150,150,2,10,EDGE
82,18,106,59,40,20,121,163,150,2,10,EDGE
55,24,51,86,33,60,160,54,10,3,20,VEHICLE
56,47,103,4,17,65,113,54,300,1,5,CLOUD
47,77,61,20,23,44,174,168,15,3,25,VEHICLE
56,30,118,71,9,36,65,58,15,3,25,VEHICLE
56,89,70,20,26,94,146,71,150,2,10,EDGE
90,76,13,94,18,86,124,179,150,2,10,EDGE
71,97,113,87,8,75,154,125,15,3,25,VEHICLE
68,26,50,8,25,29,178,63,50,2,15,EDGE
58,78,59,30,30,29,125,184,15,3,25,VEHICLE
86,65,7,78,34,85,131,156,50,2,15,EDGE
62,34,111,52,45,34,99,196,300,1,5,CLOUD
44,64,119,38,40,35,109,83,10,3,20,VEHICLE
66,83,75,26,28,63,135,179,10,3,20,VEHICLE
49,79,101,7,31,79,176,120,150,2,10,EDGE
57,35,65,33,24,64,79,171,300,1,5,CLOUD
53,58,100,15,40,79,132,120,10,3,20,VEHICLE
82,12,61,39,20,89,111,102,15,3,25,EDGE
49,83,112,4,13,97,171,81,10,3,20,VEHICLE
62,42,17,90,38,37,133,127,300,1,5,CLOUD
41,64,23,70,17,38,157,130,15,3,25,VEHICLE
53,38,1,84,14,91,71,152,15,3,25,VEHICLE
69,19,63,84,38,86,107,123,15,3,25,VEHICLE
82,68,68,75,27,34,178,141,50,2,15,EDGE
76,56,116,57,25,60,168,95,50,2,15,EDGE
77,34,28,17,39,100,117,181,150,2,10,EDGE
74,78,14,29,21,42,128,161,50,2,15,EDGE
75,17,18,51,5,30,149,83,50,2,15,EDGE
78,14,120,91,46,61,100,84,150,2,10,CLOUD
93,21,31,62,25,72,78,189,300,1,5,CLOUD
44,27,51,46,11,60,126,109,300,1,5,CLOUD
83,47,25,88,41,35,147,79,150,2,10,EDGE
53,38,47,29,18,60,66,116,10,3,20,VEHICLE
42,68,20,67,16,86,122,122,50,2,15,EDGE
57,25,24,97,26,60,125,84,300,1,5,CLOUD
44,53,57,71,8,80,70,88,15,3,25,VEHICLE
44,81,107,84,44,44,149,104,15,3,25,VEHICLE
86,10,99,47,18,52,116,131,300,1,5,CLOUD
48,52,95,96,19,22,65,172,150,2,10,EDGE
90,31,76,28,35,42,86,100,50,2,15,EDGE
50,25,57,19,47,38,131,97,300,1,5,CLOUD
55,30,54,96,28,71,156,186,15,3,25,VEHICLE
44,24,55,4,15,75,165,122,10,3,20,VEHICLE
89,77,75,48,39,29,158,184,50,2,15,EDGE
45,28,48,68,22,82,94,72,10,3,20,VEHICLE
45,13,108,74,34,83,172,107,15,3,25,VEHICLE
93,10,24,26,35,43,95,63,150,2,10,EDGE
61,10,16,9,23,41,161,72,300,1,5,EDGE
62,87,67,95,39,95,99,148,10,3,20,VEHICLE
50,57,24,23,25,95,84,150,150,2,10,EDGE
64,47,16,81,12,79,93,150,150,2,10,EDGE
86,83,96,100,24,92,124,106,50,2,15,EDGE
81,16,49,95,20,76,85,133,15,3,25,EDGE
88,13,99,69,25,28,147,142,300,1,5,CLOUD
67,83,48,76,41,100,75,152,10,3,20,VEHICLE
58,60,54,57,31,26,170,100,10,3,20,VEHICLE
77,75,87,94,47,43,68,54,10,3,20,VEHICLE
86,54,112,42,14,29,152,60,150,2,10,EDGE
43,83,18,94,18,33,145,160,10,3,20,VEHICLE
44,83,97,87,9,39,109,193,150,2,10,EDGE
41,69,11,55,22,31,180,86,15,3,25,VEHICLE
69,56,76,32,29,43,101,90,50,2,15,EDGE
86,30,119,44,35,42,119,61,150,2,10,EDGE
58,17,16,42,35,58,73,164,150,2,10,EDGE
74,49,58,22,40,61,151,95,10,3,20,VEHICLE
60,99,71,79,8,26,154,153,15,3,25,VEHICLE
86,12,22,19,23,42,136,164,300,1,5,CLOUD
43,35,28,39,31,72,84,143,10,3,20,VEHICLE
53,99,117,94,7,86,150,174,15,3,25,VEHICLE
94,16,70,86,31,65,75,176,15,3,25,VEHICLE
60,45,15,97,38,32,71,81,10,3,20,VEHICLE
90,71,57,1,40,33,171,169,15,3,25,VEHICLE
43,76,110,22,14,78,75,170,50,2,15,EDGE
73,13,9,35,16,27,159,53,300,1,5,EDGE
42,66,90,49,50,80,172,73,15,3,25,VEHICLE
92,46,33,22,12,64,60,177,300,1,5,CLOUD
95,35,110,42,33,68,153,57,10,3,20,VEHICLE
55,85,74,99,10,31,121,167,300,1,5,CLOUD
42,33,83,97,28,21,65,143,15,3,25,VEHICLE
95,25,85,85,30,47,180,98,50,2,15,EDGE
48,21,103,70,22,95,76,114,300,1,5,CLOUD
63,51,31,30,23,82,61,199,10,3,20,VEHICLE
84,94,92,52,10,22,166,157,150,2,10,EDGE
58,27,98,13,15,28,170,71,150,2,10,EDGE
72,11,24,9,37,64,168,85,15,3,25,VEHICLE
60,69,91,20,28,54,174,189,10,3,20,VEHICLE
55,97,94,57,16,35,94,198,10,3,20,VEHICLE
92,18,59,41,16,21,116,189,15,3,25,VEHICLE
59,15,11,27,7,39,74,109,15,3,25,VEHICLE
88,85,21,76,40,31,67,105,10,3,20,VEHICLE
69,60,114,13,33,31,138,119,10,3,20,VEHICLE
81,77,18,26,24,87,165,135,300,1,5,EDGE
55,66,43,68,45,43,117,196,50,2,15,EDGE
44,51,18,54,29,65,68,126,300,1,5,CLOUD
59,79,8,69,36,31,103,124,150,2,10,EDGE
60,51,75,64,37,76,70,68,50,2,15,EDGE
53,15,116,51,42,41,98,93,300,1,5,CLOUD
58,71,57,91,34,97,67,79,10,3,20,VEHICLE
49,32,96,57,32,70,116,96,50,2,15,EDGE
67,12,1,73,6,58,177,52,10,3,20,EDGE
90,38,83,59,24,74,95,129,15,3,25,EDGE
74,36,32,14,50,38,138,134,150,2,10,EDGE
88,61,85,94,50,61,151,166,50,2,15,EDGE
42,33,118,17,24,31,107,138,150,2,10,EDGE
52,66,118,89,45,72,127,144,10,3,20,VEHICLE
56,93,48,7,19,58,128,162,300,1,5,CLOUD
85,29,25,6,12,51,151,67,50,2,15,EDGE
46,41,8,53,18,96,172,195,15,3,25,VEHICLE
60,37,102,48,41,32,159,104,300,1,5,EDGE
90,54,34,24,28,89,116,170,150,2,10,EDGE
93,63,40,57,29,86,150,178,300,1,5,CLOUD
72,70,112,12,34,38,132,101,150,2,10,EDGE
50,34,47,60,7,34,73,57,150,2,10,EDGE
66,30,81,52,13,28,89,171,300,1,5,CLOUD
80,49,77,78,26,33,105,63,300,1,5,CLOUD
57,29,118,18,30,87,62,156,300,1,5,CLOUD
91,49,104,88,6,48,101,191,50,2,15,EDGE
75,49,114,10,13,35,176,95,50,2,15,EDGE
67,73,71,78,7,21,63,108,300,1,5,CLOUD
77,55,55,99,15,55,126,129,10,3,20,VEHICLE
64,68,98,15,44,26,164,71,15,3,25,VEHICLE
41,37,93,3,16,91,132,79,150,2,10,EDGE
95,54,33,47,38,87,158,196,300,1,5,EDGE
92,27,102,88,43,97,125,119,50,2,15,EDGE
57,81,50,62,48,38,178,96,15,3,25,VEHICLE
67,100,114,33,44,53,74,176,50,2,15,EDGE
54,94,13,47,7,81,146,138,15,3,25,VEHICLE
63,82,105,61,32,72,71,164,15,3,25,VEHICLE
44,82,19,72,46,43,117,138,10,3,20,VEHICLE
48,45,75,18,31,69,81,138,15,3,25,VEHICLE
72,34,116,80,8,95,157,112,300,1,5,EDGE
48,93,49,60,14,71,76,189,150,2,10,EDGE
92,54,75,98,46,78,136,134,10,3,20,VEHICLE
42,40,37,75,44,85,170,128,150,2,10,EDGE
80,16,76,47,28,36,131,168,15,3,25,VEHICLE
91,72,17,15,13,55,105,151,50,2,15,EDGE
75,57,50,82,15,73,142,92,300,1,5,CLOUD
71,42,83,92,24,25,75,193,50,2,15,EDGE
94,74,17,20,30,82,91,176,150,2,10,EDGE
75,89,74,67,7,61,64,178,10,3,20,VEHICLE
56,33,107,75,27,20,124,87,50,2,15,EDGE
59,78,104,47,42,34,88,66,150,2,10,EDGE
88,51,85,15,7,89,80,58,300,1,5,CLOUD
44,14,60,74,39,36,117,76,150,2,10,EDGE
48,80,59,39,20,36,123,196,150,2,10,EDGE
69,28,20,56,35,58,88,52,15,3,25,VEHICLE
75,87,26,44,21,52,94,148,10,3,20,VEHICLE
74,88,100,1,50,74,149,76,50,2,15,EDGE
85,69,101,36,30,92,100,190,50,2,15,EDGE
41,38,15,93,50,80,75,88,10,3,20,VEHICLE
70,13,30,36,12,43,178,63,300,1,5,EDGE
83,48,99,90,7,70,62,53,150,2,10,EDGE
80,14,118,59,14,63,86,54,15,3,25,EDGE
63,87,114,34,40,30,126,155,10,3,20,VEHICLE
79,13,62,64,5,59,123,123,15,3,25,EDGE
84,44,81,17,43,25,180,146,300,1,5,EDGE
67,50,33,60,44,23,102,80,10,3,20,VEHICLE
93,29,21,41,20,20,166,83,300,1,5,EDGE
79,25,57,10,16,95,115,147,50,2,15,EDGE
77,96,62,68,15,66,75,103,15,3,25,VEHICLE
71,36,24,86,37,86,179,55,300,1,5,EDGE
41,45,110,52,36,41,121,99,300,1,5,CLOUD
77,52,58,84,38,99,83,134,15,3,25,VEHICLE
66,84,31,44,32,55,149,110,50,2,15,EDGE
74,53,73,62,47,78,156,114,300,1,5,EDGE
73,24,16,53,5,70,159,51,50,2,15,EDGE
67,74,111,27,17,82,131,149,50,2,15,EDGE
74,73,96,9,27,76,155,168,15,3,25,VEHICLE
46,93,63,30,21,45,79,97,300,1,5,CLOUD
94,68,92,16,42,81,68,171,15,3,25,VEHICLE
81,44,47,99,36,54,125,133,15,3,25,VEHICLE
40,98,8,71,5,39,166,172,15,3,25,VEHICLE
76,41,39,5,12,37,156,121,10,3,20,VEHICLE
54,63,91,1,11,27,125,170,150,2,10,EDGE
85,84,25,80,47,71,162,156,150,2,10,EDGE
56,55,38,17,40,95,156,179,10,3,20,VEHICLE
83,38,45,33,48,45,134,127,50,2,15,EDGE
40,53,62,66,19,55,144,188,50,2,15,EDGE
77,93,86,50,18,40,151,190,150,2,10,EDGE
46,91,50,100,31,77,95,192,10,3,20,VEHICLE
94,81,110,37,41,47,171,90,150,2,10,EDGE
49,67,119,85,35,45,134,108,10,3,20,VEHICLE
83,95,104,36,45,45,175,64,300,1,5,EDGE
84,60,42,99,43,80,166,127,300,1,5,EDGE
85,63,87,28,5,50,130,137,300,1,5,CLOUD
76,43,105,62,33,52,143,113,300,1,5,CLOUD
45,17,95,97,17,52,60,160,300,1,5,CLOUD
50,43,91,69,17,41,67,133,10,3,20,VEHICLE
84,24,101,97,18,28,179,175,15,3,25,VEHICLE
74,76,105,35,18,96,159,151,10,3,20,VEHICLE
70,79,47,16,33,56,140,153,15,3,25,VEHICLE
83,84,43,67,26,74,176,55,150,2,10,EDGE
85,31,60,25,48,70,64,59,10,3,20,VEHICLE
92,49,85,74,15,50,69,153,150,2,10,EDGE
69,74,119,51,50,91,92,170,50,2,15,CLOUD
55,89,105,50,28,94,93,74,300,1,5,CLOUD
55,55,65,70,46,69,171,168,50,2,15,EDGE
71,49,24,53,42,26,176,183,15,3,25,VEHICLE
65,98,29,77,29,75,140,166,150,2,10,EDGE
54,75,42,19,5,49,152,148,50,2,15,EDGE
59,87,53,46,5,91,110,127,15,3,25,VEHICLE
85,69,71,76,15,62,81,170,10,3,20,VEHICLE
59,61,80,79,48,51,161,190,150,2,10,EDGE
71,34,112,98,24,82,143,89,300,1,5,CLOUD
51,45,25,72,43,45,91,71,300,1,5,CLOUD
70,19,73,10,38,57,93,177,15,3,25,VEHICLE
57,75,36,31,34,21,142,196,15,3,25,VEHICLE
58,52,15,19,33,24,96,154,10,3,20,VEHICLE
86,64,101,86,44,94,129,63,300,1,5,CLOUD
75,21,68,69,43,84,93,148,10,3,20,VEHICLE
48,76,84,88,17,27,69,191,150,2,10,EDGE
88,51,66,73,16,43,120,167,15,3,25,EDGE
90,70,26,85,20,74,134,71,50,2,15,EDGE
48,16,44,43,26,28,92,197,50,2,15,EDGE
70,96,104,52,40,88,128,175,15,3,25,VEHICLE
81,12,116,28,16,54,161,75,50,2,15,EDGE
80,35,42,45,22,79,167,178,15,3,25,VEHICLE
58,100,30,39,15,40,153,174,10,3,20,VEHICLE
45,98,112,49,23,62,77,125,50,2,15,EDGE
61,23,100,14,45,87,97,62,300,1,5,CLOUD
84,81,22,66,27,69,93,159,300,1,5,CLOUD
48,15,58,22,12,78,128,76,50,2,15,EDGE
64,51,89,59,30,57,78,75,300,1,5,CLOUD
55,38,119,29,23,68,172,194,300,1,5,EDGE
40,50,66,87,21,66,85,110,10,3,20,VEHICLE
81,43,2,52,33,49,81,165,300,1,5,CLOUD
64,58,97,14,14,30,154,133,150,2,10,EDGE
49,39,73,83,40,27,108,60,10,3,20,VEHICLE
51,94,89,27,36,41,165,83,15,3,25,VEHICLE
87,86,72,5,13,45,84,155,300,1,5,CLOUD
54,28,47,54,30,100,145,79,150,2,10,EDGE
86,25,118,84,32,51,121,140,50,2,15,EDGE
93,98,120,59,10,88,88,106,150,2,10,EDGE
87,79,67,38,24,98,135,199,300,1,5,CLOUD
87,66,59,80,7,39,139,158,50,2,15,EDGE
57,68,91,97,30,98,155,125,300,1,5,EDGE
75,69,0,60,25,56,141,130,150,2,10,EDGE
62,13,1,91,40,46,166,55,150,2,10,EDGE
72,90,74,17,50,28,145,147,50,2,15,EDGE
42,81,110,86,47,72,167,93,150,2,10,EDGE
72,11,71,51,11,53,63,53,50,2,15,EDGE
85,62,80,78,24,21,168,54,50,2,15,EDGE
77,14,80,55,19,67,106,80,10,3,20,EDGE
63,97,45,91,35,80,115,127,15,3,25,VEHICLE
73,90,44,31,30,41,139,147,150,2,10,EDGE
77,78,37,70,40,24,113,153,10,3,20,VEHICLE
41,59,25,22,6,22,106,199,10,3,20,VEHICLE
95,64,38,59,32,30,132,105,10,3,20,VEHICLE
88,79,87,82,8,94,104,90,10,3,20,EDGE
45,59,20,98,36,86,165,100,300,1,5,EDGE
50,46,8,46,7,63,144,89,300,1,5,CLOUD
94,95,41,84,17,29,113,162,15,3,25,EDGE
54,26,35,61,8,91,177,85,300,1,5,EDGE
83,68,42,18,31,63,163,126,150,2,10,EDGE
95,54,43,12,8,84,67,120,300,1,5,CLOUD
95,23,10,67,5,75,113,156,15,3,25,EDGE
69,41,17,92,47,53,146,95,300,1,5,CLOUD
87,47,104,25,39,89,154,125,10,3,20,VEHICLE
65,97,61,27,34,84,119,119,10,3,20,VEHICLE
69,65,64,31,31,80,64,101,10,3,20,VEHICLE
54,84,7,40,11,65,132,88,10,3,20,VEHICLE
60,46,18,35,29,71,68,97,300,1,5,CLOUD
68,60,19,79,6,59,176,112,15,3,25,VEHICLE
88,96,33,74,42,94,127,97,300,1,5,CLOUD
71,88,66,43,42,88,98,144,150,2,10,EDGE
78,14,45,60,33,92,160,54,300,1,5,EDGE
90,38,108,99,43,36,131,174,50,2,15,EDGE
71,17,85,28,11,62,76,191,10,3,20,EDGE
55,69,88,47,17,58,75,109,50,2,15,EDGE
49,39,113,85,20,75,78,162,10,3,20,VEHICLE
66,14,47,25,32,56,123,185,50,2,15,EDGE
80,97,61,86,12,79,114,157,10,3,20,VEHICLE
40,59,3,81,16,65,149,126,15,3,25,VEHICLE
92,35,99,80,10,93,113,61,10,3,20,EDGE
89,19,108,95,23,28,154,153,150,2,10,EDGE
68,73,82,9,20,24,134,78,150,2,10,EDGE
83,81,76,91,50,54,103,174,15,3,25,VEHICLE
95,90,32,14,37,85,176,76,150,2,10,EDGE
93,86,94,24,8,97,90,162,15,3,25,EDGE
91,36,44,94,6,32,111,75,300,1,5,CLOUD
76,26,16,76,35,58,152,116,10,3,20,VEHICLE
78,25,4,96,42,82,162,58,150,2,10,EDGE
45,95,116,48,23,43,68,197,10,3,20,VEHICLE
68,72,82,75,33,74,144,190,50,2,15,EDGE
65,85,111,28,24,79,169,191,300,1,5,EDGE
70,84,68,52,50,20,61,175,50,2,15,CLOUD
89,14,88,58,25,30,64,93,10,3,20,EDGE
82,79,0,40,39,93,114,153,10,3,20,VEHICLE
40,65,66,17,19,58,81,138,15,3,25,VEHICLE
72,25,117,60,48,34,174,169,10,3,20,VEHICLE
90,35,93,55,50,94,97,181,15,3,25,VEHICLE
40,30,2,32,40,86,141,125,300,1,5,CLOUD
66,97,101,99,26,98,146,103,10,3,20,VEHICLE
43,72,96,36,31,57,150,176,300,1,5,CLOUD
65,11,49,27,23,56,139,136,10,3,20,EDGE
81,98,61,90,28,39,64,152,300,1,5,CLOUD
64,81,108,80,19,97,147,86,300,1,5,CLOUD
67,60,114,69,49,30,144,80,50,2,15,EDGE
91,20,59,74,29,36,179,127,10,3,20,VEHICLE
44,46,5,47,26,24,67,62,15,3,25,VEHICLE
69,23,61,49,39,80,144,188,300,1,5,CLOUD
54,33,41,88,33,39,119,125,10,3,20,VEHICLE
73,68,68,93,34,59,170,106,10,3,20,VEHICLE
57,39,74,91,26,99,122,106,300,1,5,CLOUD
43,88,54,4,10,52,136,94,15,3,25,VEHICLE
42,23,93,5,49,54,137,182,15,3,25,VEHICLE
68,63,82,54,6,67,176,113,15,3,25,VEHICLE
91,28,105,92,50,20,168,51,50,2,15,EDGE
79,71,74,1,7,67,89,127,300,1,5,CLOUD
95,53,110,66,28,77,177,170,150,2,10,EDGE
83,19,25,65,12,74,170,53,10,3,20,EDGE
70,77,6,32,12,79,159,158,10,3,20,VEHICLE
59,18,69,35,16,37,80,140,10,3,20,EDGE
83,47,27,98,38,56,176,189,150,2,10,EDGE
95,85,80,51,49,87,102,155,300,1,5,CLOUD
57,96,81,73,37,33,85,175,50,2,15,EDGE
54,51,1,8,10,26,80,100,10,3,20,VEHICLE
62,13,33,19,28,58,106,82,300,1,5,CLOUD
93,20,113,96,12,80,142,63,150,2,10,EDGE
68,70,98,88,35,59,75,181,15,3,25,VEHICLE
59,16,0,49,19,86,164,152,150,2,10,EDGE
79,19,88,23,24,99,160,53,150,2,10,EDGE
88,96,68,71,5,65,105,124,50,2,15,EDGE
47,85,93,92,20,68,121,187,300,1,5,CLOUD
63,75,99,75,20,56,137,199,15,3,25,VEHICLE
94,92,9,68,43,79,76,100,50,2,15,EDGE
49,46,13,10,26,32,76,160,300,1,5,CLOUD
79,72,86,75,43,94,170,65,10,3,20,VEHICLE
62,25,92,57,11,91,176,103,10,3,20,VEHICLE
76,74,46,14,15,85,110,159,15,3,25,VEHICLE
88,11,80,63,44,23,113,132,150,2,10,EDGE
81,65,25,34,21,20,134,70,300,1,5,CLOUD
82,46,88,99,43,71,158,193,15,3,25,VEHICLE
72,47,38,35,9,47,86,140,15,3,25,VEHICLE
65,85,5,84,40,43,107,112,10,3,20,VEHICLE
76,42,45,52,42,91,74,191,10,3,20,VEHICLE
85,97,72,78,46,77,109,129,15,3,25,VEHICLE
73,63,0,78,24,87,63,173,10,3,20,VEHICLE
88,73,112,77,28,32,128,62,300,1,5,CLOUD
81,87,89,29,33,39,137,90,50,2,15,EDGE
55,68,53,31,30,90,93,152,15,3,25,VEHICLE
59,15,56,62,39,100,148,181,15,3,25,VEHICLE
84,94,22,87,5,48,154,198,300,1,5,EDGE
85,73,21,52,26,56,155,159,50,2,15,EDGE
88,89,114,83,48,82,67,169,15,3,25,VEHICLE
65,32,27,41,29,67,151,157,50,2,15,EDGE
85,10,25,1,15,64,88,62,300,1,5,CLOUD
73,57,111,43,38,40,61,140,10,3,20,VEHICLE
57,43,36,56,40,67,101,76,15,3,25,VEHICLE
88,86,111,17,46,46,140,58,10,3,20,VEHICLE
